""	"NT1early"	"NT2early"	"NT1late"	"NT2late"
"b0977"	0.656111624540704	0.277888865023826	0.204415545777276	0.282538131797879
"b0978"	1.44352297550792	0.93520324890844	1.00309786423164	1.16925692184602
"b0979"	0.971809842695242	0.525913546294663	0.759173661605761	0.978598958272119
"b0980"	2.09550452451185	0.985632278230479	0.833563615321165	1.48789347465128
"b0981"	4.64602839495949	3.45271499717935	2.97541307484888	4.26074239102809
"b0982"	0.325392908835679	0.251876408884083	0.400048064077924	0.274657666205441
"b0983"	0.953867488874385	0.311882443030221	0.460889639414207	0.627443805764323
"b0984"	0.464274505775381	0.192367018615583	0.169549825967788	0.223709972125228
"b0985"	0.753606122966432	0.23938619095426	0.469581093110852	0.562504296666407
"b0986"	1.8290949195895	1.71646938798447	1.29379885529698	1.11487287896946
"b0987"	23.2705054053669	10.1931632673068	3.924662475684	4.09068755718897
"b0988"	0.5124954365866	0.313193818351613	0.288592520336405	0.4095490418264
"b0989"	901.150526255438	792.056977622477	303.183379312468	317.00194740877
"b0990"	23623.4737500402	24041.5754388044	8718.03710653858	8760.78099998643
"b0991"	56.3369244162174	55.829534843261	4.95520493581694	9.46145421390646
"b0992"	3.55200962667326	2.09029170385881	3.14495983055614	4.47279969295831
"b0993"	1.71583348194095	0.854115976031337	1.17564630393261	1.07741207592258
"b0994"	1.22504580061168	0.583550397259138	0.617890887438789	0.93745088486197
"b0995"	3.11295673997967	1.56248071616478	3.89917765441333	4.0999634926928
"b0996"	0.203263977996967	0.0598085382018425	0.220442368475208	0.111980858681201
"b0997"	0.449411990645353	0.234028902817474	0.337418075208805	0.253807320594247
"b0998"	1.93934173666064	0.719317044371459	1.75509975667965	1.66619111363058
"b0999"	9.39990858738958	3.2216733642783	4.59921383869219	4.86986613951068
"b1000"	10.8082475336059	5.71298170283072	7.38746716552779	9.37220904718513
"b1001"	3.22449894332749	3.09811818173739	1.43715349582506	1.73568771180845
"b1002"	13.5457242878672	8.77805508884305	19.1971534774914	20.7161824196632
"b1003"	5.53858541927062	4.46558952520543	9.21779278828414	9.84738195157896
"b1004"	7.78787035295416	5.28809663146441	10.0161424143556	12.8556115861012
"b1006"	0.734213098583097	0.448511373571187	0.712639658912925	0.948511759841549
"b1007"	0.0652977015710655	0.0379086716401296	0.0401395027256638	0.0354320279347279
"b1008"	0.207736001343202	0	0.0635018357423491	0.0672387609110104
"b1009"	0.173637174712141	0.04379239407663	0.181586304930772	0.374827315093416
"b1010"	0.145463507456311	0.102682448833093	0.0453200357304659	0.167040631925981
"b1011"	0.0699618231118559	0.10831049040037	0.0286710733754741	0.101234365527794
"b1012"	0.091586704061046	0.0281308636011118	0.0653256482571424	0.051877425193743
"b1013"	13.8057275571931	10.1280705202155	10.8499948490795	20.0275249749473
"b1014"	22.5859349086783	8.48307825204452	36.7240497255045	26.5764364072197
"b1015"	12.4555690288068	6.7025998256758	26.7817465402784	38.9597336185672
"b1018"	20.741871459343	7.17797141006932	8.98314532748816	16.2404855044022
"b1019"	15.1673359179062	6.06689912278596	5.12024842684905	7.86292011177169
"b1020"	18.3419238993433	13.6378200598759	6.65323656937736	7.22321335407251
"b1021"	5.23091370194296	6.028302892338	5.71115315955368	4.998996984704
"b1022"	0.634890636296482	0.609395970544446	0.764177068582703	0.749210175309335
"b1023"	1.41710933842759	0.747073516186908	0.736418357985716	0.724939976238437
"b1024"	4.55959684820049	2.59019018826251	2.37324424731123	2.90021196179655
"b1025"	12.1298048282675	11.3914303024562	8.56752432349764	7.43368639054424
"b1026"	1.5172018882085	1.45394709207545	1.29860155445427	2.15419960994825
"b1027"	0.264920717989381	0	0.161611811388387	0.0625493082062138
"b1029"	1.50194387486045	0.885753160450818	1.13727117018458	1.09706092837102
"b1032"	51.7892395585513	54.5884871617866	34.5450595332744	32.4867406126536
"b1033"	9.09629586164556	4.50929654779099	13.5690032817953	17.5837952595188
"b1034"	29.5343524018649	18.3231115191724	23.7819007002423	35.4700345315725
"b1035"	24.8168606612762	17.7568481246936	20.2249845940933	31.0119962393932
"b1036"	69.8675452892478	51.069221761049	15.5479384795597	16.5763557517805
"b1037"	3.11241051138869	1.6471227779392	3.30746341953721	4.09769455882855
"b1038"	0.190590444596677	0.126178804515758	0.193779150345788	0.0899990046132573
"b1039"	1.53967527892219	1.22271100610483	0.674571301065012	0.911656371934491
"b1040"	5.33741005353352	5.93786059469127	3.9982274258766	5.68463618685508
"b1041"	0.15384959497974	0.106323560123939	0.0823017213239656	0.566442324648347
"b1042"	2.87578410975315	2.50005591842077	2.94161849676231	4.93810327943793
"b1043"	73.819453828955	56.8028206139393	105.496469119711	119.922758540752
"b1044"	122.141234376223	110.363442844618	310.963429313016	387.035283986051
"b1045"	41.5151895846452	23.515426488535	60.4409045588134	88.1456714770847
"b1046"	14.2380913307584	6.19163475492302	8.30789269514142	11.3486086618869
"b1047"	30.1403402237196	22.9060335826311	12.4498599709512	16.9985480372241
"b1048"	45.7900132267097	30.6882543386737	48.8576929612252	45.6512614603554
"b1049"	46.1084333331733	16.4343457571445	29.2536033426703	28.8116901138805
"b1050"	14.2917755757429	9.38482529376411	8.57676718333107	11.7691461493271
"b1051"	6.45508860688127	2.4372706055023	3.27391938116886	2.93056084650942
"b1053"	4.68898165071441	2.29398440854085	2.88238922995781	2.88740706861731
"b1054"	19.2717916108823	5.89593579006493	13.1618414010469	14.6483035435496
"b1055"	50.5877809778868	30.3140683441561	52.8269567710188	82.5080618218718
"b1056"	14.2039054051611	9.90003203944692	14.372116331024	23.0633522502177
"b1057"	1.33963935366035	1.09213077820373	1.19144238249192	1.02077985240526
"b1058"	0.74633420543363	0.802328141644475	0.66541817240653	0.563661102105066
"b1059"	14.6487662427104	6.86507415239353	5.25707768948819	7.34493217005943
"b1060"	1854.18225749644	1846.18573295306	848.467846346618	891.907067321087
"b1061"	286.236854560651	309.313957044143	226.474906476288	252.103199734605
"b1062"	21.5089668717807	11.8083128664867	18.5318007694055	25.2395812984152
"b1063"	150.487718012952	115.6751500222	79.7400167420776	119.245071526819
"b1064"	24.9328492433102	22.8432795025566	21.5175752978608	29.4293113330705
"b1065"	4.1037904132535	1.97115685910401	4.10857192911571	4.16348308399265
"b1066"	12.6819404600222	6.68548006085293	17.3534234561855	18.2727367023445
"b1067"	12.3568344154769	4.465911854273	8.13047075811947	9.46927027010737
"b1068"	16.9370529363579	8.36478565729458	9.83238775188699	9.28743201809887
"b1069"	14.0673822803563	9.50456284852234	13.4788763742644	13.3825108633158
"b1070"	280.705780446056	188.237066645898	418.405372447033	597.882224699776
"b1071"	664.261667632047	425.22772137339	792.117755818591	1128.63205817396
"b1072"	256.281574623096	154.316318228814	236.747952652868	259.852203402055
"b1073"	429.840911297026	267.162045194454	669.639527090424	632.954943052546
"b1074"	292.487453709186	93.6949464543044	248.575584093583	273.309874059045
"b1075"	410.198900516101	115.086128492905	226.604837261389	238.361393901352
"b1076"	358.952320318885	111.457339293051	233.372656349094	172.292360379232
"b1077"	284.979769526268	99.2101527381892	233.69791908349	159.636049190922
"b1078"	271.012250908333	76.0380476570648	188.55860420172	172.198466693098
"b1079"	161.681227888798	48.4012146403643	86.4472908127581	95.1662221420721
"b1080"	124.637187089595	45.6192028723517	78.0463021877002	77.3764382940574
"b1081"	83.1906235055508	30.0993645540093	61.2734622419707	54.6832417111746
"b1082"	163.311906565866	65.7162383899858	132.061221887937	148.256498520791
"b1083"	253.965663141707	163.181201860146	313.82167777462	456.157549248524
"b1084"	105.161760642368	56.4515616581892	42.9278035619363	49.4168947440573
"b1085"	0.805541739007537	1.05223135300173	1.42363937237284	1.31131617403292
"b1086"	55.1560413602053	30.2348763805774	34.7539593720776	60.041797100562
"b1087"	18.2387725077305	12.5320357264522	16.7965780041264	30.8255821467546
"b1088"	2028.82635433465	1488.99907572221	1682.25159663755	1940.08477947163
"b1089"	2477.02609075684	2017.64656418975	4025.08206396883	3851.18958732508
"b1090"	123.181380477952	59.7254481302741	79.0013531377642	101.62714937996
"b1091"	147.226773228533	61.3859883969161	61.2735767077354	77.8325825698076
"b1092"	141.906220843323	69.1143969915845	79.4340347550878	67.1644786038834
"b1093"	453.656447968055	368.402660169659	485.345568447076	621.877645718962
"b1094"	5639.66655063554	4669.35391764549	10645.7339040186	13483.7938602975
"b1095"	385.6868109907	207.7549255338	197.772779492117	306.899540481358
"b1096"	16.2396537231688	10.8911850728968	9.72215477609006	9.83637321166355
"b1097"	7.89891551262889	3.22835139128846	4.03984672593777	4.02896446677148
"b1098"	16.2821758275754	6.5953729881242	10.8730573143512	10.7082439748044
"b1099"	16.1522557162182	5.74157503413941	5.33881804785517	5.97485929133983
"b1100"	22.3390386450764	12.2998904780784	12.7475378697499	14.3587436434043
"b1101"	74.5285152518412	58.8199038466383	40.2784794558123	35.1633227019593
"b1102"	5.42983693843563	3.21747715823455	2.96466584100685	4.4637326455745
"b1103"	62.5875196249912	41.3137445718927	60.1555075723441	91.7389853691136
"b1104"	30.6789464059049	20.9728901741593	28.7210331199479	33.305714569194
"b1105"	17.394666926694	7.54099136317905	11.0486794768936	10.5724866531404
"b1106"	10.3744977792883	4.05498726756317	5.64081034005128	7.05652457917169
"b1107"	17.874402244459	10.5814332547176	9.89202900116053	12.0892083989203
"b1108"	58.5406232604012	45.0804315694637	57.8491477079067	75.2402687274111
"b1109"	62.2298354196663	40.5348275478889	53.3800021419982	60.1562526687677
"b1110"	18.1884410064937	6.61411302163584	3.23171425732105	5.77674343393511
"b1111"	11.9590987623168	4.98735179934322	14.3995358014297	16.5118315975645
"b1112"	250.997282115865	208.933112763137	73.5544179905462	65.9601695317719
"b1113"	4.26265836891488	3.3710374827648	2.39336474196014	3.38756678291838
"b1114"	14.3943769882611	6.84986528687071	13.5496282093356	15.7188598337041
"b1115"	0.68450185514016	0.522572925964702	0.722287425199495	0.856121816230301
"b1116"	38.1863526598935	22.4354733047257	22.5812743031513	30.5446323524051
"b1117"	22.3079551617303	12.0019826429872	13.6705883321443	13.4414577767769
"b1118"	29.8230952234702	15.0318455893777	20.272004707797	25.6302815115028
"b1119"	31.7643426668189	18.8273441856456	16.9408872464143	22.0157104541608
"b1120"	13.15769376195	6.76493976294312	8.83206567751548	8.25374608162119
"b1121"	2.82667046534821	1.80750852611112	0.982120532470138	1.77833752372018
"b1122"	5.12498975484457	2.51862563202681	2.07143812890708	2.88144287423515
"b1123"	72.7013804167133	36.6356001157199	74.6779315660952	91.3148210059196
"b1124"	22.3525263665224	11.7714771861319	16.8328873843116	16.2221667280419
"b1125"	28.2820669929677	16.4531875933736	25.9401536364602	24.6984342549359
"b1126"	49.3154931285188	23.5381846665936	32.1988655172357	34.5655132046831
"b1127"	18.4602456300669	11.8498042568503	13.4742365974181	18.4589278740587
"b1128"	42.9315706324468	22.0117949505883	27.0117107078867	28.2748650405886
"b1129"	20.3646368765243	10.236508961058	14.483601881863	13.1091227788075
"b1130"	36.6436767471387	23.1355003803018	39.1770890238027	48.4308187574337
"b1131"	28.9992536486188	10.5028439041092	32.1101804684148	31.9316271433472
"b1132"	36.2727530298651	10.7082439748044	16.2548567406164	14.1473267913199
"b1133"	104.033041368893	66.7701151827307	86.8889699042407	76.952315303606
"b1134"	9.45275888115776	3.11330112847759	4.14287625781416	3.26850236480405
"b1135"	24.2438913939823	10.8612168199	19.5713386268505	26.2248016974676
"b1136"	237.507373174386	146.008163098104	297.179124368946	316.51886417481
"b1137"	37.8307528460203	37.5295849237283	62.948503936666	71.0771268482525
"b1138"	25.425118598439	21.3877758901227	56.7202450159326	68.7102883466075
"b1139"	26.1586984122065	22.4042182004724	22.0724856493535	28.5879724083434
"b1140"	5.92222173441812	4.68543291124836	4.01154635420576	4.68502325567399
"b1141"	2.03657160692683	2.13583003630974	2.58459237062811	2.99443845838615
"b1142"	3.93499925621257	2.5899328748139	3.78904463172257	3.9483376238802
"b1143"	94.8137306488311	84.9249764288163	130.943371157082	161.201638166541
"b1144"	12.0847692553753	7.39463169145117	4.42728349048493	6.74690086378703
"b1145"	46.4005467363991	43.1729225085556	59.666032818275	72.7277805388225
"b1146"	1.65790160560257	1.36686606646894	1.40035764640777	3.36093448195483
"b1147"	0.997013454798745	1.00581240588905	0.637179184685397	0.907973828799878
"b1148"	0.332120220563967	0	0.155211095820268	0.047673100704539
"b1149"	0.543431529522354	0.178320396201925	0.363104054261761	0.294878390377834
"b1150"	0.0958407312988542	0	0	0.108574064749746
"b1151"	0.335342680999216	0.259012609269688	0.170476594291547	0.356293527756914
"b1153"	0.0962297049326366	0.0339641946140232	0	0.248633555982134
"b1154"	0.17956867932043	0.0893561545803055	0.0630763614260431	0.16703670312086
"b1155"	2.79604916093614	1.67857678495185	4.0793027091009	3.40749474225472
"b1156"	0.691957099225995	0.668977840857176	0.830840158049751	1.40035764640777
"b1158"	0.743829611100921	0.751802037537432	0.663632306993687	0.873577358856146
"b1159"	28.5630467609691	31.3421533565669	15.3901784011817	20.5881749368211
"b1160"	5.30496196022732	6.23502358751493	1.91122886185653	2.45296961101279
"b1161"	28.6997444488496	19.7041444237015	17.5977305734021	24.4173966108701
"b1162"	63.0620074538057	43.5924869970231	36.3955177107399	51.9056514445489
"b1163"	167.918939011053	145.504554089603	45.4266899473128	77.8395171115068
"b1164"	13.2466448740783	10.2285956574929	8.15516296865826	12.3238435267212
"b1165"	4.14848377071283	3.21224429078577	2.30874016269124	2.8868911479791
"b1166"	4.56820790270101	4.31612405713036	2.82460941794263	1.87639181761798
"b1167"	3.1803127542293	3.61730939023887	2.15447571858834	1.90180342709895
"b1168"	0.598438582047176	0.339342386117348	0.615642797305254	0.951732894351615
"b1171"	24.0234923813098	19.2395911685573	20.2259630616375	24.9059972675651
"b1172"	5.38467957601319	5.64396312238246	2.89772367587927	4.63755632679719
"b1174"	76.0846617659934	78.2217753185573	97.8569506056281	127.370178171878
"b1175"	82.8403428023749	57.6872665005042	80.8986440084057	145.046537017249
"b1176"	44.4198962490815	19.2020210010058	21.8036624847263	27.1226741618324
"b1177"	74.9066105591487	84.4838631149062	79.9467537619922	82.20741733767
"b1178"	7.316753649922	9.00896752522334	28.0242625186528	23.0797355095726
"b1179"	41.6748912052458	33.1625460066079	62.8936163247801	94.1805304778762
"b1180"	23.4515044674691	16.7416331991589	21.5972147946299	41.9933310093535
"b1181"	33.061777194713	26.1050123083692	24.1823590654518	40.5778574048764
"b1182"	1.25816212813328	1.09049780754254	1.39431956836516	1.51926475042493
"b1183"	7.18257823419698	5.84880841215115	8.9802935353207	10.6441359906448
"b1184"	1.81624132900521	1.23006933858506	1.20985989613056	1.95189330572582
"b1185"	151.779253528637	125.799922864449	160.326923690412	189.855834169634
"b1186"	22.2399652247832	12.5463690195732	20.3973490553108	20.0980251060498
"b1187"	130.299068228216	86.035843479401	130.545618668719	211.991766207753
"b1188"	1.54234664582859	1.01823743683264	1.72891957388751	2.48483553147973
"b1189"	47.8148291368517	22.5152018984047	72.707257784536	77.8075649286353
"b1190"	41.7987598082009	26.4564300816199	83.854456954622	90.5928472220194
"b1191"	27.6966471211022	15.3145101638046	24.5227857734206	34.8308975076712
"b1192"	11.139699043324	6.59384231336117	7.36525960097895	10.5410965304898
"b1193"	12.2645702365125	6.55808640120771	9.97307374515724	12.0152572192347
"b1194"	35.1148384744563	22.3645689749565	66.9330303818068	60.8968094806336
"b1195"	1.03169728398178	0.190131542809867	1.1773987427052	1.3246035899469
"b1196"	2.52305445704172	1.6305963876084	2.34538683194031	2.25517913940771
"b1197"	9.76918523927439	2.67963093726008	0.578430986072236	0.532995373247919
"b1198"	130.929484405983	97.4473260405052	11.1317109303149	13.9173709725013
"b1199"	74.0621742202468	31.3777118793567	4.00196995632174	4.55136304602609
"b1200"	93.9652266537965	42.463350116901	5.07017447492979	5.48401497718345
"b1201"	6.8706505732763	4.14973468413054	4.75010624499946	5.5554060164758
"b1202"	1.71867512111081	1.37399107984361	1.71810507482653	1.74899309439311
"b1203"	88.9631056333119	56.8009278487756	83.1012237596841	131.768945032905
"b1204"	29.6167777034282	16.9092539466963	24.117454930267	36.823900420889
"b1205"	76.4715735811453	65.7316727699459	392.329701572098	268.020735230848
"b1206"	12.3517598703981	5.70762437381701	14.2394885919292	14.0937218258226
"b1207"	143.048963919516	67.747398571461	157.481739268556	174.671618965467
"b1208"	76.3745907935935	32.607446552889	63.1272427582808	72.2400460973174
"b1209"	13.9833789980238	5.12647062455413	8.40403412576828	9.53095297931513
"b1210"	68.1418138709985	45.6804016971395	59.7178086255299	74.7040758897804
"b1211"	23.2231914948365	11.04272764796	8.97521929385561	9.2098476752541
"b1212"	19.5355205711594	7.15013225589293	7.80929975893525	8.4824061847995
"b1213"	8.21258092478533	4.29737805898805	5.8462846092301	6.70298352577788
"b1214"	36.9911479400086	28.0545230510092	41.6023646027769	56.6656548976118
"b1215"	56.7807571871892	32.8705192987608	49.9077638108527	59.4444909313014
"b1216"	37.1574767261673	27.7021496878778	15.0015686865515	24.9174628331021
"b1217"	4.71150633241611	1.97830406290771	3.49258561070889	4.96728944094176
"b1218"	8.54499232628253	6.20100900320223	6.30899554694539	8.46703288233325
"b1219"	39.3881039350672	34.6506680349677	74.8471382942152	118.98981401218
"b1220"	7.44911481228205	3.36947155972832	2.5371316626564	3.88747313367652
"b1221"	12.0774931513381	5.76843498847846	8.43265936723052	8.58950641173301
"b1222"	13.3552331614777	10.0976929942252	15.7227571360976	16.0846027312374
"b1223"	13.1667401220807	5.87468222431924	9.63852486367304	8.16458247251756
"b1224"	21.8219950395099	4.07553494393445	7.26476171385297	4.57091098430024
"b1225"	7.25474432411252	1.56215433122393	0.820531173225278	0.766579742128152
"b1226"	2.1593701943596	0.765371281848186	1.20164460691386	1.06071830462825
"b1227"	1.65558502208286	1.33484681972709	1.9927213233838	1.20152095548281
"b1228"	0.215967976621778	0	0	0
"b1229"	0	0	0	0
"b1230"	385.396637275601	299.13286806854	302.243372082591	272.780761884783
"b1231"	534.831872016156	348.891381056106	372.646702066196	417.717637982668
"b1232"	60.031411807736	43.0461311619113	30.3477458395987	60.4569114192444
"b1233"	151.058623413046	143.498722244248	166.638216868317	168.372044021627
"b1234"	13.628192483524	9.77591836865329	16.6891280124105	19.4747096585612
"b1235"	13.1281953207268	6.26365304493453	6.47699937046593	9.09195363513852
"b1236"	173.794111281647	130.451254927408	137.503382758832	267.186698387137
"b1237"	5421.57460273773	5415.08506004707	8644.57908237123	9024.77049262006
"b1238"	66.3968267176561	67.4985981273851	127.316267383246	151.010099056861
"b1241"	204.652731976693	67.761006120243	75.374721290201	65.5842125000056
"b1242"	45.5639105245625	32.1004330858653	42.6974415273023	75.5514560694499
"b1243"	53.0059394909275	27.9286823100937	45.5451363491125	47.2754159049117
"b1244"	14.7924817590022	9.29071157720961	18.0353192377136	17.5198105553475
"b1245"	24.9480065997839	12.7831564783554	30.3869906533158	37.2244210178148
"b1246"	25.3359828668838	10.3261299163029	21.4207371307685	21.947775009636
"b1247"	28.6606531631457	14.4124778667357	28.6380687873033	28.0609563057448
"b1248"	52.9890848249196	51.0061176917944	95.4316677302656	105.658307301359
"b1249"	21.1042471109374	9.88918270918672	13.4346152738603	17.8427095483608
"b1250"	32.8932661809782	24.2103317190845	24.4350872721198	40.6420863847073
"b1251"	234.781039691203	250.73809369298	297.629034651714	337.806776127645
"b1252"	36.1830888830667	15.7415758985638	20.282992471062	27.4775376633815
"b1253"	38.2426136092496	33.6590013192355	50.9800376658164	67.3755134285023
"b1254"	27.4487299472331	19.2602598515192	19.213848687286	33.4638798903244
"b1255"	32.4852858748401	24.5158487010334	33.1446619378126	42.3579344364724
"b1256"	27.2893809840484	17.0615718628217	28.0467708481715	32.607446552889
"b1257"	3.87446080611699	2.5819638505837	5.47769089616547	5.60409211131383
"b1258"	0.356929111063537	0.31506923043755	0.516125545352134	0.786548187024246
"b1259"	0	0.551918162477877	0	0.17956867932043
"b1260"	5.84766405519319	4.51099100074553	5.56431991315986	5.21601600823504
"b1261"	4.9649351706527	2.15211708632777	3.06460178397279	2.96205325390137
"b1262"	5.73314108864684	2.13762829324273	2.06464428645957	2.53503804183774
"b1263"	2.04578564433857	1.49391382324839	1.32970007089632	1.49865589508028
"b1264"	0.90990655164287	0.360168761264187	0.470348683570398	0.572285057717342
"b1265"	18.7081107495363	16.8794558561204	9.59089392495279	21.1936574391505
"b1266"	17.3910539360376	9.24667463704761	12.9912442487944	16.0202819997548
"b1267"	19.157614204222	12.0942066908196	14.4038896169437	15.1982766265407
"b1268"	4.31305783557615	3.117568367873	2.77705657702476	3.08965041057414
"b1269"	94.1011563814435	46.4172736818701	73.4097531584571	97.0090677089539
"b1270"	16.9105483691191	7.74558519293938	10.5006659176211	13.652894684605
"b1271"	26.0333681980803	14.7120003468411	27.475226878951	28.8729402164233
"b1272"	20.2245638251753	20.3553320133936	29.2169706125432	35.545410424119
"b1273"	283.684000800261	248.381962502866	342.606389353321	409.602122010367
"b1274"	77.4495413128886	44.0766653737452	45.8895432106286	70.8627324262314
"b1275"	28.7919277158449	23.7002150016654	29.8970000632013	33.6152567687845
"b1276"	7.04786935314827	3.30277176739089	6.41512052530339	5.35472480464237
"b1277"	149.688627253587	117.366818016744	219.652849832785	312.861954518931
"b1278"	14.3888311535409	8.48284433496133	14.3443686186555	24.504611332552
"b1279"	83.1966526626339	66.2301794973452	108.922525874879	129.341750667793
"b1280"	28.0127139739871	22.5017126700815	32.4358058563922	45.3461819049258
"b1281"	31.8456153510908	18.2196513651948	26.138491396743	33.5727779809713
"b1282"	5.65083182867257	3.53995214870814	5.48590552419295	6.19754613419366
"b1283"	16.2799569303844	15.2420139117178	16.6579068317789	19.7771531744693
"b1284"	102.095568314424	99.6035183875749	126.102261762945	170.875206558577
"b1285"	3.29405462121273	1.82281197134938	2.34323692373732	3.07139956279229
"b1286"	39.7073029637572	15.9798445985623	28.0711781951612	31.8662057000959
"b1287"	4.5248435723644	2.23702999897948	4.19812990556417	3.46720375496362
"b1288"	277.116121200696	227.413112193086	361.420355949011	522.431106030897
"b1289"	5.00402326722238	2.830489352	4.1876231765177	6.11787251289036
"b1290"	11.1286398263197	4.58574740723997	6.86900264017556	7.95236557863388
"b1291"	13.3224357357646	7.1632641269032	9.14917047607611	9.40701178071377
"b1292"	4.84291286652069	2.29558067154118	3.52335635036382	3.50383387354531
"b1293"	10.1129830041651	5.25322037018152	10.7810143026238	11.0657877545254
"b1294"	15.4939945466417	6.18767349152091	9.00464837176171	10.7406750040232
"b1295"	80.0173467174614	64.6955777772848	69.0146768504237	98.3466998570794
"b1296"	2.56526684743471	2.11205456280722	3.56954863524653	3.3913512451811
"b1297"	11.0374887019926	6.86764779895683	4.98543111918448	7.01507820891542
"b1298"	5.55814055389486	2.95753221408111	4.54203130045794	8.26632033940943
"b1299"	4.74164110595492	2.88421749423923	3.61463833366377	3.79411241789941
"b1300"	0.532189432663371	0.214382709577749	0.494055774476164	0.495048293523517
"b1301"	0.260139127811176	0.100928531702349	0.219728248967964	0.263679871535098
"b1302"	0.28249839596024	0.138537549981756	0.3829663776976	0.355730662784154
"b1303"	7.48289269951638	5.18058152509909	5.55935039528016	6.42811806033564
"b1304"	35.0038138567672	30.6856247433175	111.700316183639	89.1099613756642
"b1305"	4.75497814884048	3.16040875603957	10.5916828562522	11.6565115915328
"b1306"	3.86342713734514	2.9718613430253	4.84835434165161	6.82829947917834
"b1307"	2.70483494945789	2.6850072769194	1.42206922927219	4.22229056780471
"b1308"	118.207496329792	99.1853315841391	360.986016441244	464.306355774951
"b1309"	1.29453444918667	0.788819555586175	1.57490222447788	2.3062294646397
"b1310"	1.04493090622262	0.298418239914298	0.549955119960482	0.943319033272366
"b1311"	0.787185171302691	0.36043635100596	0.397706436002048	0.513053369486943
"b1312"	0.498446867864539	0.244854943155997	0.141416753375114	0.332884532909899
"b1313"	1.04933313499002	0.352998258493153	0.873195470685036	1.26422279952197
"b1314"	0.805842488180626	0.400125942837041	1.00367284639176	0.927537269978076
"b1315"	1.10172076954127	0.451569405663717	0.614524234492937	0.566253505811583
"b1316"	1.06173544518826	0.554339107118562	0.779693912071921	0.904782141904659
"b1317"	0.478332377118827	0.171406466624047	0.369609548491263	0.210732389309735
"b1319"	0.504402029284417	0.36781260786547	0.713517931074557	0.559215669393302
"b1320"	13.7871448118201	12.0526993319493	15.8534384448492	19.639313215766
"b1321"	2.71665062062024	2.91270383707047	10.5456637740408	11.7427519189686
"b1322"	3.74888871834812	2.11525817165591	8.21622268810436	10.364836000432
"b1323"	38.7845992776282	23.4761311934843	29.3144122213566	39.123740444159
"b1324"	921.991607529581	810.32036773172	980.480737747981	1610.31666424429
"b1325"	9.58629067552233	5.69159854174554	6.49960767737922	7.58927629396951
"b1326"	8.85363265924559	4.1012599597876	8.75175505765955	11.3654258643592
"b1327"	1.10024076689401	0.647471259654148	0.754539401704739	1.07984147717568
"b1328"	16.7840643686674	17.0873863103151	19.3122268258234	24.9959601614039
"b1329"	18.0336352113064	14.2886802575161	24.263881745217	26.9602827425648
"b1330"	8.95637206123333	6.71816541527306	13.2735450553884	19.5417535435481
"b1331"	0.0976846305270579	0.0689827092534526	0.111237234977258	0.129157863552654
"b1332"	661.422568403847	653.137386415099	991.285141532481	1038.88833018465
"b1333"	83.6948655192225	71.1720361829064	103.440258262257	117.534295945184
"b1334"	527.469965181773	345.329886485943	404.576899891586	692.751845626813
"b1335"	21.7558438465117	11.9304994060452	9.92847756010052	16.1828152045146
"b1336"	2.10136182775296	1.89972617025784	2.22824992964762	2.68823838196793
"b1337"	0.748823745713826	0.402288081824197	1.01681188439908	0.95820847329705
"b1338"	0.508372574715661	0.221892647215177	0.52959368504117	0.803249316558192
"b1339"	3.95632425380181	2.43112825334321	5.20926960800851	7.96832771207873
"b1340"	12.3767780067615	10.322043932299	11.5370829256615	13.2957234901084
"b1341"	1.82190119894451	1.97844527172939	3.59351095569537	4.08244205072759
"b1342"	9.26849999024285	4.58228611558536	7.49447503812257	10.096063947766
"b1343"	8.83551084560654	3.48479410113497	3.72859855968841	4.45219966707985
"b1344"	50.4804993792457	41.2877240776719	56.214275088751	62.2447200913606
"b1345"	2.98118875376636	2.89973734645312	4.4367790148707	4.05834319961119
"b1346"	0.0811983973504181	0.523741981351254	0.521244235051782	0.183972720825959
"b1347"	0.283843626417194	0.16703670312086	0.0769580054230414	0.357424618321222
"b1348"	0.0962297049326366	0	0	0.331511407976179
"b1349"	2.07501584992497	1.80698001484618	2.35485082657227	2.46843127945271
"b1350"	0.343899094660594	0.118055533117238	0.288578123212059	0.297921222652418
"b1351"	0.287957302162371	0.444826002876204	0.702660049514726	0.95183729879021
"b1352"	0.760734829535033	0.98450266820378	0.237011538212031	0.145596226476024
"b1353"	0.85928570472353	1.07446664403312	3.33182498084804	3.55081089763055
"b1355"	21.176542028989	13.0486573639512	16.5408170589765	24.5787555023481
"b1356"	338.440382651528	275.694603773631	316.786255027551	405.232970963653
"b1357"	3.03269373121037	3.01046270442478	3.77941631303764	6.148866897942
"b1358"	0.611297631729123	0.487973326431455	0.234858792543777	0.704871194020651
"b1359"	0.490597309865463	0.0376717509063839	0.218703874846902	0.301046270442478
"b1360"	0.611764710216442	0.187832437244341	0.237982587051172	0.150721224593286
"b1361"	3.07729216843405	2.12503249724102	3.37646383848584	3.65859180861411
"b1363"	12.9245111165198	15.3284415789302	19.2558114464504	22.2303167857145
"b1365"	3.91966809027927	4.40759485604692	4.26472555951458	7.82720303150444
"b1366"	2.59401536364602	2.14363769005104	0.852951226772043	2.13710136371231
"b1368"	0.948269395546099	0.868909060460797	1.21016386954909	1.5862772546382
"b1370"	1.99337708236441	1.4920018471207	2.57224244530974	2.78905320807308
"b1372"	0.719703190074714	0.499780802390492	1.06573754392389	1.29388129437276
